,Country,Transportation Mode,Order Type,Fulfillment Method,Product Category,Vendor Incoterm,Reason Code,Reason Code Duration,Item Tracer Category,Illustrative Price,Ordered Quantity,Shipped Quantity,TLP Indicator,Deliver,Process PO/DO,USAID Approval,RO Validation,Sourcing and Planning,Manufacture,Pick Up,Quality Assurance,Estimated Lead Time in Days,Estimated Lead Time in Days,Average Days Late,Estimated Lead Time in Days,Estimated Lead Time in Days,Order Cycle Time
36947,Mali,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,68.0,LLINs,3.19,379000,379000,GSC,109.0,12.0,1.0,43.0,49.0,51.0,78.0,23.0,182.0,182.0,0.0,182.0,182.0,344
36948,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-63.0,Severe Malaria Meds,1.75,25264,25264,GSC,87.0,107.0,0.0,2.0,59.0,-19.0,126.0,118.0,364.0,364.0,0.0,364.0,364.0,363
36949,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-30.0,ACTs,19.12,1749,1749,GSC,95.0,16.0,4.0,160.0,21.0,21.0,62.0,26.0,224.0,224.0,0.0,224.0,224.0,380
36950,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-21.0,Severe Malaria Meds,1.35,20000,20000,GSC,82.0,14.0,0.0,19.0,77.0,112.0,30.0,69.0,259.0,259.0,0.0,259.0,259.0,478
36951,Rwanda,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-86.0,LLINs,2.07,523078,523078,GSC,68.0,13.0,1.0,1.0,28.0,140.0,9.0,112.0,238.0,238.0,-6.0,238.0,238.0,261
36952,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28423.0,ACTs,7.4,1666,1666,GSC,163.0,48.0,0.0,18.0,201.0,94.0,44.0,20.0,287.0,287.0,0.0,287.0,287.0,569
36953,Zambia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-87.0,LLINs,2.61,300000,300000,GSC,91.0,9.0,12.0,11.0,93.0,12.0,53.0,64.0,252.0,252.0,0.0,252.0,252.0,282
36954,Rwanda,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-82.0,ACTs,12.49,10780,10780,GSC,42.0,10.0,14.0,14.0,63.0,29.0,33.0,18.0,196.0,196.0,0.0,196.0,196.0,206
36955,Sierra Leone,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-45.0,LLINs,2.62,339436,339436,GSC,95.0,73.0,2.0,10.0,27.0,103.0,26.0,9.0,280.0,280.0,0.0,280.0,280.0,337
36956,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-29.0,LLINs,2.79,388350,388350,GSC,123.0,22.0,2.0,21.0,213.0,113.0,21.0,12.0,308.0,308.0,0.0,308.0,308.0,516
36957,Nigeria,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,8.0,ACTs,12.49,37666,37666,GSC,138.0,30.0,1.0,15.0,110.0,-7.0,56.0,33.0,189.0,189.0,0.0,189.0,189.0,344
36958,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-88.0,mRDTs,6.54,26542,26542,GSC,71.0,16.0,0.0,2.0,87.0,-7.0,126.0,104.0,168.0,168.0,0.0,168.0,168.0,296
36959,Kenya,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-115.0,LLINs,2.79,301982,301982,GSC,75.0,109.0,0.0,14.0,72.0,0.0,72.0,28.0,371.0,371.0,0.0,371.0,371.0,354
36960,Tanzania,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-60.0,mRDTs,13.08,188,188,GSC,11.0,46.0,1.0,360.0,126.0,8.0,50.0,30.0,175.0,175.0,0.0,175.0,175.0,603
36961,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-31.0,ACTs,13.21,2303,2303,GSC,165.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,7.0,357.0,357.0,595
36962,Mozambique,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-40.0,mRDTs,6.54,17900,17900,GSC,49.0,14.0,7.0,21.0,73.0,271.0,60.0,18.0,168.0,168.0,0.0,168.0,168.0,501
36963,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,7.4,919,919,GSC,8.0,3.0,5.0,3.0,58.0,40.0,54.0,30.0,161.0,161.0,0.0,161.0,161.0,172
36964,Niger,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29.0,ACTs,12.49,6000,6000,GSC,56.0,11.0,1.0,54.0,183.0,7.0,23.0,8.0,126.0,126.0,0.0,126.0,126.0,336
36965,Nigeria,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-32.0,ACTs,19.12,51408,51408,GSC,70.0,44.0,3.0,19.0,77.0,23.0,69.0,178.0,238.0,238.0,0.0,238.0,238.0,560
36966,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-175.0,ACTs,12.49,762,762,GSC,79.0,24.0,155.0,2.0,104.0,52.0,33.0,43.0,364.0,364.0,-1.0,364.0,364.0,450
36967,Côte d'Ivoire,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,27.0,ACTs,12.49,5162,5162,GSC,101.0,21.0,0.0,5.0,126.0,30.0,36.0,1.0,161.0,161.0,0.0,161.0,161.0,320
36968,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-105.0,LLINs,2.79,393250,393250,GSC,103.0,22.0,2.0,21.0,213.0,113.0,20.0,12.0,343.0,343.0,20.0,343.0,343.0,495
36969,Guinea,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-64.0,Other Pharma,42.5,234,234,GSC,20.0,14.0,0.0,36.0,159.0,0.0,63.0,54.0,161.0,161.0,0.0,161.0,161.0,293
36970,Angola,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,13.0,ACTs,4.6,48255,48255,GSC,2.0,64.0,0.0,22.0,134.0,48.0,88.0,6.0,217.0,217.0,0.0,217.0,217.0,359
36971,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-27631.0,LLINs,2.79,318900,318900,GSC,281.0,22.0,2.0,21.0,213.0,113.0,81.0,12.0,329.0,329.0,0.0,329.0,329.0,734
36972,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,15.61,828,828,GSC,8.0,3.0,5.0,3.0,58.0,40.0,54.0,30.0,161.0,161.0,0.0,161.0,161.0,172
36973,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-11.0,LLINs,2.62,459800,459800,GSC,139.0,7.0,0.0,14.0,29.0,-4.0,44.0,49.0,196.0,196.0,1.0,196.0,196.0,230
36974,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-26.0,SP,9.13,30000,30000,GSC,86.0,8.0,3.0,27.0,227.0,72.0,39.0,28.0,231.0,231.0,0.0,231.0,231.0,463
36975,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-74.0,ACTs,4.6,1908,1908,GSC,115.0,24.0,155.0,2.0,104.0,53.0,91.0,83.0,357.0,357.0,0.0,357.0,357.0,545
36976,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-30.0,ACTs,19.12,14000,14000,GSC,21.0,8.0,1.0,34.0,105.0,54.0,69.0,22.0,182.0,182.0,0.0,182.0,182.0,293
36977,Guinea,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-34.0,ACTs,15.61,11360,11360,GSC,32.0,24.0,0.0,18.0,70.0,77.0,49.0,31.0,175.0,175.0,0.0,175.0,175.0,271
36978,Nigeria,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,8.0,ACTs,12.49,51317,51317,GSC,138.0,30.0,1.0,15.0,110.0,-7.0,56.0,33.0,182.0,182.0,0.0,182.0,182.0,344
36979,Kenya,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-80.0,SP,9.13,15000,15000,GSC,38.0,11.0,3.0,47.0,72.0,52.0,22.0,23.0,203.0,203.0,0.0,203.0,203.0,246
36980,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-62.0,LLINs,2.07,363750,363750,GSC,114.0,13.0,1.0,0.0,278.0,-3.0,31.0,23.0,217.0,217.0,0.0,217.0,217.0,435
36981,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28423.0,ACTs,12.49,1391,1391,GSC,164.0,48.0,0.0,18.0,201.0,94.0,44.0,20.0,287.0,287.0,1.0,287.0,287.0,570
36982,Mali,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-86.0,LLINs,2.07,345200,345200,GSC,100.0,21.0,0.0,83.0,29.0,58.0,15.0,30.0,238.0,238.0,0.0,238.0,238.0,307
36983,Mali,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-100.0,LLINs,2.07,399000,399000,GSC,79.0,21.0,0.0,83.0,29.0,58.0,22.0,30.0,280.0,280.0,0.0,280.0,280.0,293
36984,Ghana,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-87.0,ACTs,19.12,15870,15870,GSC,13.0,7.0,3.0,26.0,35.0,32.0,43.0,30.0,182.0,182.0,0.0,182.0,182.0,160
36985,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-74.0,ACTs,3.47,775,775,GSC,33.0,24.0,155.0,2.0,104.0,51.0,175.0,159.0,357.0,357.0,0.0,357.0,357.0,545
36986,Laos,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,39.0,mRDTs,9.4,10000,10000,GSC,36.0,27.0,1.0,9.0,200.0,22.0,127.0,41.0,154.0,154.0,19.0,154.0,154.0,423
36987,Burundi,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-22.0,mRDTs,6.54,36163,36163,GSC,55.0,4.0,3.0,29.0,27.0,55.0,39.0,45.0,175.0,175.0,0.0,175.0,175.0,213
36988,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28416.0,ACTs,7.54,1610,1610,GSC,130.0,47.0,0.0,19.0,202.0,143.0,35.0,83.0,294.0,294.0,0.0,294.0,294.0,577
36989,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-60.0,ACTs,15.61,4650,4650,GSC,10.0,39.0,0.0,19.0,77.0,-12.0,43.0,7.0,140.0,140.0,0.0,140.0,140.0,152
36990,Ghana,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-87.0,ACTs,7.54,2268,2268,GSC,11.0,7.0,7.0,24.0,42.0,44.0,61.0,41.0,210.0,210.0,0.0,210.0,210.0,197
36991,Côte d'Ivoire,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,15.0,LLINs,2.79,159817,159817,GSC,99.0,32.0,0.0,14.0,72.0,79.0,29.0,18.0,224.0,224.0,0.0,224.0,224.0,409
36992,Cameroon,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-18.0,ACTs,12.49,1074,1074,GSC,86.0,10.0,0.0,27.0,140.0,81.0,29.0,8.0,224.0,224.0,0.0,224.0,224.0,374
36993,Myanmar,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-39.0,mRDTs,9.4,21600,21600,GSC,73.0,10.0,5.0,3.0,69.0,203.0,102.0,32.0,427.0,427.0,0.0,427.0,427.0,466
36994,Myanmar,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-26.0,mRDTs,9.4,8000,8000,GSC,7.0,37.0,0.0,21.0,73.0,27.5,44.0,28.0,189.0,189.0,-11.0,189.0,189.0,166
36995,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-32.0,ACTs,15.61,375,375,GSC,12.0,33.0,0.0,31.0,32.0,64.0,55.0,11.0,196.0,196.0,0.0,196.0,196.0,228
36996,Madagascar,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,14.0,ACTs,7.54,849,849,GSC,18.0,14.0,4.0,8.0,154.0,35.0,73.0,16.0,126.0,126.0,0.0,126.0,126.0,307
36997,Liberia,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-35.0,ACTs,4.6,12971,12971,GSC,9.0,14.0,0.0,19.0,77.0,45.0,79.0,50.0,182.0,182.0,0.0,182.0,182.0,212
36998,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-52.0,ACTs,7.4,3200,3200,GSC,13.0,12.0,0.0,10.0,59.0,10.0,47.0,4.0,105.0,105.0,0.0,105.0,105.0,152
36999,Myanmar,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-33.0,ACTs,19.12,900,900,GSC,7.0,13.0,0.0,14.0,248.0,126.0,83.0,19.0,245.0,245.0,0.0,245.0,245.0,492
37000,Madagascar,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-30.0,ACTs,13.21,12065,12065,GSC,42.0,10.0,0.0,15.0,113.0,72.0,28.0,21.0,182.0,182.0,0.0,182.0,182.0,281
37001,Guinea,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-52.0,LLINs,0.01,373950,373950,GSC,83.0,12.0,0.0,0.0,47.0,-14.0,91.0,22.0,224.0,224.0,0.0,224.0,224.0,220
37002,Angola,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,35.0,Severe Malaria Meds,8.93,6000,6000,GSC,62.0,19.0,0.0,14.0,134.0,141.0,58.0,51.0,245.0,245.0,0.0,245.0,245.0,429
37003,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,14.0,LLINs,2.07,525000,525000,GSC,143.0,29.0,4.0,12.0,38.0,108.0,52.0,53.0,238.0,238.0,0.0,238.0,238.0,387
37004,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-26.0,ACTs,3.47,1821,1821,GSC,119.0,10.0,1.0,31.0,200.0,76.0,56.0,19.0,287.0,287.0,0.0,287.0,287.0,494
37005,Burundi,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-17.0,LLINs,1.99,368629,368629,GSC,69.0,2.0,0.0,65.0,18.0,33.0,40.0,31.0,161.0,161.0,0.0,161.0,161.0,228
37006,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-71.0,ACTs,12.49,5500,5500,GSC,27.0,5.0,10.0,42.0,60.0,42.0,57.0,37.0,196.0,196.0,6.0,196.0,196.0,244
37007,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28419.0,ACTs,15.61,956,956,GSC,167.0,48.0,0.0,18.0,201.0,94.0,44.0,20.0,287.0,287.0,0.0,287.0,287.0,573
37008,Cambodia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-67.0,LLINs,2.14,250000,250000,GSC,68.0,7.0,0.0,6.0,323.0,32.0,10.0,51.0,168.0,168.0,0.0,168.0,168.0,447
37009,Madagascar,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-19.0,ACTs,7.54,9737,9737,GSC,37.0,19.0,2.0,5.0,60.0,95.0,34.0,7.0,203.0,203.0,1.0,203.0,203.0,253
37010,Ethiopia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,12.0,LLINs,1.98,600000,600000,GSC,70.0,4.0,0.0,14.0,72.0,71.0,43.0,29.0,98.0,98.0,0.0,98.0,98.0,126
37011,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,6.0,mRDTs,5.1,14388,14388,GSC,136.0,7.0,1.0,82.0,35.0,6.0,41.0,28.0,189.0,189.0,0.0,189.0,189.0,309
37012,Rwanda,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-41.0,ACTs,7.4,439,439,GSC,7.0,12.0,1.0,19.0,77.0,52.0,48.0,0.0,147.0,147.0,0.0,147.0,147.0,402
37013,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-53.0,SP,15.08,2946,2946,GSC,86.0,40.0,1.0,36.0,112.0,111.0,39.0,55.0,329.0,329.0,0.0,329.0,329.0,426
37014,Burundi,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-36.0,mRDTs,6.54,10000,10000,GSC,36.0,19.0,2.0,14.0,48.0,-11.0,60.0,25.0,140.0,140.0,0.0,140.0,140.0,169
37016,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-75.0,ACTs,15.61,1505,1505,GSC,113.0,43.0,1.0,21.0,28.0,40.0,44.0,42.0,266.0,266.0,0.0,266.0,266.0,242
37017,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-43.0,ACTs,4.6,7881,7881,GSC,146.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,0.0,357.0,357.0,576
37018,Zambia,Land,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-21.0,LLINs,1.99,324500,324500,GSC,15.0,16.0,0.0,26.0,148.0,113.0,45.0,67.0,210.0,210.0,0.0,210.0,210.0,364
37019,Tanzania,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-36.0,LLINs,2.07,113185,113185,GSC,71.0,26.0,1.0,3.0,68.0,50.0,155.0,99.0,294.0,294.0,0.0,294.0,294.0,375
37020,Tanzania,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,19.0,LLINs,2.07,98471,98471,GSC,71.0,26.0,1.0,3.0,68.0,37.0,168.0,27.0,294.0,294.0,-11.0,294.0,294.0,375
37021,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-16.0,LLINs,2.07,432270,432270,GSC,138.0,9.0,9.0,0.0,21.0,108.0,44.0,49.0,238.0,238.0,0.0,238.0,238.0,330
37022,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-20.0,ACTs,15.61,1458,1458,GSC,105.0,16.0,4.0,160.0,21.0,21.0,62.0,26.0,224.0,224.0,0.0,224.0,224.0,390
37023,Ethiopia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,8.0,LLINs,1.99,370700,370700,GSC,45.0,6.0,0.0,0.0,23.0,145.0,43.0,10.0,231.0,231.0,0.0,231.0,231.0,263
37024,Malawi,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-32.0,ACTs,7.4,50000,50000,GSC,55.0,6.0,1.0,6.0,15.0,99.0,60.0,62.0,238.0,238.0,0.0,238.0,238.0,243
37025,Cameroon,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-43.0,mRDTs,11.92,1956,1956,GSC,9.0,10.0,0.0,21.0,73.0,8.0,42.0,21.0,112.0,112.0,0.0,112.0,112.0,336
37026,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,SD,0.0,ACTs,7.4,8000,8000,GSC,57.0,16.0,5.0,9.0,35.0,5.0,71.0,14.0,168.0,168.0,0.0,168.0,168.0,199
37027,Angola,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-27999.0,LLINs,1.99,500000,500000,GSC,110.0,6.0,1.0,7.0,126.0,53.0,345.0,31.0,182.0,182.0,0.0,182.0,182.0,649
37028,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-135.0,ACTs,19.12,6896,6896,GSC,56.0,6.0,0.0,14.0,130.0,33.0,36.0,152.0,266.0,266.0,0.0,266.0,266.0,276
37029,Liberia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-35.0,LLINs,3.19,200000,200000,GSC,62.0,8.0,4.0,10.0,70.0,36.0,65.0,54.0,168.0,168.0,0.0,168.0,168.0,256
37030,Madagascar,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,3.47,2367,2367,GSC,34.0,10.0,5.0,10.0,69.0,119.0,33.0,17.0,238.0,238.0,0.0,238.0,238.0,281
37031,Ethiopia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,29.0,LLINs,1.99,370700,370700,GSC,53.0,6.0,0.0,0.0,23.0,145.0,7.0,10.0,182.0,182.0,0.0,182.0,182.0,235
37032,Sierra Leone,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-30.0,Severe Malaria Meds,1.34,100000,100000,GSC,74.0,9.0,0.0,19.0,77.0,10.0,24.0,49.0,147.0,147.0,0.0,147.0,147.0,118
37033,Myanmar,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-61.0,LLINs,1.99,350000,350000,GSC,63.0,2.0,0.0,35.0,251.0,20.0,64.0,0.0,210.0,210.0,0.0,210.0,210.0,436
37034,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-37.0,LLINs,2.07,432260,432260,GSC,136.0,9.0,9.0,0.0,21.0,74.0,60.0,65.0,238.0,238.0,1.0,238.0,238.0,310
37035,Malawi,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-20.0,ACTs,15.61,8520,8520,GSC,7.0,42.0,0.0,42.0,163.0,40.0,44.0,42.0,196.0,196.0,-1.0,196.0,196.0,387
37036,Zambia,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-19.0,ACTs,12.49,11993,11993,GSC,88.0,26.0,2.0,19.0,77.0,-4.0,46.0,179.0,175.0,175.0,0.0,175.0,175.0,326
37037,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-78.0,LLINs,2.62,468750,468750,GSC,103.0,7.0,1.0,13.0,160.0,79.0,20.0,38.0,280.0,280.0,0.0,280.0,280.0,384
37038,Zambia,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-67.0,mRDTs,6.54,142500,142500,GSC,40.0,10.0,1.0,3.0,67.0,38.0,25.0,29.0,175.0,175.0,0.0,175.0,175.0,185
37039,Senegal,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-41.0,ACTs,19.12,1453,1453,GSC,7.0,45.0,20.0,19.0,77.0,27.0,48.0,5.0,168.0,168.0,0.0,168.0,168.0,349
37040,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-53.0,Severe Malaria Meds,1.75,222450,222450,GSC,87.0,95.0,28.0,12.0,12.0,-31.0,150.0,84.0,350.0,350.0,4.0,350.0,350.0,354
37041,Cameroon,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-34.0,ACTs,15.61,836,836,GSC,85.0,10.0,0.0,27.0,140.0,81.0,29.0,9.0,224.0,224.0,1.0,224.0,224.0,373
37042,Zimbabwe,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-35.0,ACTs,15.61,4040,4040,GSC,29.0,6.0,1.0,42.0,78.0,1.0,48.0,4.0,119.0,119.0,0.0,119.0,119.0,206
37043,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-28910.0,LLINs,1.88,437500,437500,GSC,130.0,14.0,0.0,4.0,28.0,108.0,240.0,474.0,238.0,238.0,-1.0,238.0,238.0,525
37044,Niger,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-21.0,ACTs,12.49,7710,7710,GSC,67.0,13.0,0.0,19.0,190.0,46.0,28.0,5.0,175.0,175.0,0.0,175.0,175.0,364
37045,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-92.0,ACTs,7.54,4914,4914,GSC,19.0,11.0,0.0,3.0,81.0,124.0,113.0,89.0,217.0,217.0,-8.0,217.0,217.0,352
37046,Mozambique,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-77.0,ACTs,15.61,11620,11620,GSC,77.0,8.0,6.0,29.0,42.0,71.0,33.0,27.0,266.0,266.0,0.0,266.0,266.0,267
37047,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-75.0,ACTs,15.61,158,158,GSC,-252.0,43.0,1.0,21.0,28.0,40.0,44.0,42.0,266.0,266.0,0.0,266.0,266.0,242
37048,Malawi,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,9.0,ACTs,12.49,30000,30000,GSC,45.0,12.0,0.0,12.0,87.0,107.0,48.0,41.0,203.0,203.0,0.0,203.0,203.0,312
37049,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-51.0,Severe Malaria Meds,1.75,64774,64774,GSC,99.0,107.0,0.0,2.0,59.0,-19.0,126.0,118.0,364.0,364.0,0.0,364.0,364.0,375
37050,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-210.0,ACTs,7.4,195,195,GSC,45.0,24.0,155.0,2.0,104.0,52.0,33.0,43.0,364.0,364.0,0.0,364.0,364.0,416
37051,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-57.0,ACTs,19.12,3124,3124,GSC,102.0,48.0,0.0,18.0,201.0,-11.0,70.0,217.0,266.0,266.0,0.0,266.0,266.0,429
37052,Ethiopia,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-40.0,ACTs,12.49,5750,5750,GSC,46.0,15.0,0.0,11.0,44.0,21.0,53.0,61.0,175.0,175.0,0.0,175.0,175.0,191
37053,Madagascar,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-165.0,LLINs,2.07,462350,462350,GSC,46.0,26.0,1.0,2.0,87.0,16.0,41.0,20.0,238.0,238.0,0.0,238.0,238.0,220
